,0,1,grupo_cluster,artistas,musica,id
71,3.145374804913039,-0.5174811989352535,15,Radiohead,Everything In Its Right Place,5AiNZnMDCWwujIENPj9PV9
72,0.6841686520604625,-1.7546068177561989,37,A Perfect Circle,3 Libras,5kHkaBN8OEQlmXfQkACxSt
73,-2.1034372171049114,0.43930533552852613,2,JAY-Z,I Just Wanna Love U (Give It 2 Me),0s46SltT4On0Z6kglK1I5c
74,0.8140484165457675,-0.8483853172492704,41,Coldplay,Don't Panic,2QhURnm7mQDxBb5jWkbDug
75,-1.2352912443444877,-2.2252322700589016,41,The Offspring,Want You Bad,6hwQ69v7VbPhTTR2fOtYX7
76,1.7237340937356211,-0.2999524573767017,2,Joan Sebastian,Un Idiota,5susfx6SX1tebTCLSxe74K
77,-0.9081282040876876,-1.6948030263594134,42,Linkin Park,Runaway,6xtQ23d8GEXgcxyUKPtwc5
78,0.221782254029263,-2.173242524037677,35,Deftones,Digital Bath,2jSJm3Gv6GLxduWLenmjKS
79,0.5217018725316017,-0.3518341796037251,41,Jill Scott,A Long Walk,1CeizRCGEYPWooEeVfmyFL
80,-0.1686807959736326,-2.627570946292914,41,Switchfoot,Dare You To Move,4x3381mYJqptPqT6OKUfmu
81,3.4507497683749007,0.015047067781408895,2,Gillian Welch,I'll Fly Away,4rJtUMlnhJzlzlnxyoc3tb
82,-0.5132405898445866,-2.2719228316109725,41,3 Doors Down,Loser,1aC1IBAETh2XYGOE8kCC6t
83,1.017426990313535,-1.2800557589008899,2,Hank Williams,A Country Boy Can Survive,5jVGZTrDusSvwhRDPmZMSB
84,-0.4557671949969831,-1.5840331579346854,2,Jagged Edge,Let's Get Married,1PmHkalaUHhh0fz23SBHDL
85,1.3419633347062143,-0.2834219281426005,2,DAngelo,Untitled (How Does It Feel),4oPNN7syJYSjzDhRerF966
86,1.5223366555514324,-0.8944130411536767,2,Musiq Soulchild,Love,6uSa5iCMwPr10Ftpz8w09b
87,6.90714245122716,0.5278218748058562,24,Enya,A Day Without Rain,0y6DSMwFO6cLKN1XB85cGV
88,0.6129320497920161,-1.6238546760974066,41,Coldplay,Shiver,0qksx8mV28lztYIZ1om8ml
89,1.1351125713359762,-1.933792740455032,41,Modest Mouse,Gravity Rides Everything,1pPqVrG2RCHXx81Aw4xp99
90,-1.4831936471182152,0.05859373776552128,2,Nelly,Batter Up,1LnEW2Dx4pFZ4yZ4dXFY4f
91,-0.4040563824275072,-1.7182715803066158,2,The Beatles,I Feel Fine - Remastered 2015,5hhF25sWnZvXhimOHLjTRE
92,4.456166766552287,-0.970313505714133,15,Radiohead,How To Disappear Completely,69pwmeyvQMuHMtkCmpEWhQ
93,-0.414454658449438,-1.1877293577652952,2,Jagged Edge,Promise,1X1KDnhTnb28tpJlgOV3lD
94,0.23369287920165394,-2.1313196490811914,41,3 Doors Down,Be Like That,3PbHle8KhJp6GuO1jLdEmQ
95,-0.3883232848381725,-1.4073354230359558,2,The Beatles,Day Tripper - Remastered 2015,29b2b96jozyD9GPCkOrVLs
96,-1.4780193563570523,-1.5238263958881428,42,Linkin Park,With You,5uuXtfqM7Wp3idCxyHeOll
97,-0.4981265999982755,-1.9423005076067308,2,The Beatles,Paperback Writer - Remastered 2015,0Ui8KPWZbJJQ2Y0CIQuVqX
98,0.3768093313635302,-1.1502646000178496,42,Linkin Park,My December,0fxGA5lxrdYNYoE7yJxTNZ
99,0.578148047041215,-0.22205956096522014,2,Los Cadetes De Linares,Flor de Capomo,2c6j8sFoaNDbMfolV1eJFp
100,-1.6724039222429816,-1.4978865480944559,41,Rage Against The Machine,How I Could Just Kill a Man,4K1DB7EedHPuVnhVrnvf2U
101,2.530943727758566,-0.22016304782734752,41,Jill Scott,He Loves Me (Lyzel in E Flat),2PzYqACbv12FNhrlHPfJEH
102,4.192361988011989,-0.011432726142414048,24,Enya,Wild Child,4MJ4El9vcKHOQT2RNIhrh2
103,0.5687452714514629,-1.5966927765545746,2,Hank Williams,Family Tradition,2lYMQJyM2LOGEG3rVkdFod
104,-1.0857280927237507,-1.4445287590907325,42,Linkin Park,By Myself,6UzeOH4bRPzKTo2wCXMZmC
105,-0.18471300305015656,-2.4026041260375104,41,The Avalanches,Since I Left You,516V4vS25xnGdVgkBWO6Wf
106,-1.0744458104153405,-1.9467623981105662,2,Limp Bizkit,Hot Dog,6Zj3YsYfj8YTY9aGMDnpn8
107,-1.8281798455895744,0.8186459597526139,7,Eminem,Criminal,18ohWhzbMCynq5QJ68ifkW
108,1.3099450504798587,-0.9306267836489679,2,Johnny Cash,I Won't Back Down,5AmPClBlU5sK45i6kMSngt
109,0.13843294276673962,-1.3601356723369278,2,Avant,Separated,5S0cvScXb33JVpjTiY9Ivi
110,0.9260219860428669,-1.1901759455295249,41,Jill Scott,The Way,49aUxrufliNDGj7MTm7pNU
111,-1.5713505072611895,0.36966257743595327,7,Eminem,Marshall Mathers,3X4Oz9LjhhtgyOhVNlfoYa
112,-1.4586641425581535,-0.8064853279500409,2,Limp Bizkit,My Generation,6holGuk1jKHTdWyWBOZi8l
113,2.913908038730775,-0.3977489847496383,2,The Beatles,Yesterday - Remastered 2015,4E5rL7YL0hVUPqeMSpjEF2
114,1.9747926087362837,-1.1474790093493135,2,Ryan Adams,Come Pick Me Up,0lngUitwRDbvZ5yVO76dVN
115,0.6970575171161406,-1.7580929977213442,41,Ryan Adams,"To Be Young (Is to Be Sad, Is to Be High)",0aLk2Za7r0eGlLOepW2hzL
116,-2.2751332804802225,0.6146946970903658,7,Eminem,I'm Back,3xVtc7PB4V3AqAfq4Iahli
117,0.2749411928336726,-1.5865140159141962,2,The Beatles,Lady Madonna - Remastered 2015,1raiIrqaqRAqZmQWZlLuBd
118,-0.8994967407079212,-1.1050728563024639,2,Los Originales De San Juan,La Caspa Del Diablo,2n4F4KH34FujRuaNmFILv7
119,-1.3717875941556013,-1.666098584869757,42,Linkin Park,Forgotten,7kxM3UJwN6rHAW5kwdlAHK
120,-0.5628574045546251,-1.9977017437586277,42,Linkin Park,Pushing Me Away,1gAaRSN57UYVRI4eWRyAvP
121,1.4289592019599846,-1.5784417590595787,2,Thievery Corporation,Lebanese Blonde,66KcXPDs1hr8T06KvlJCeA
122,0.4879402433245818,-1.7121976866452495,2,The Beatles,We Can Work It Out - Remastered 2015,1hTUFqJuQAMjXVGwUPWDqi
123,-0.8536770799866664,-1.229218787124668,2,Mariah Carey,Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,6nTcn8CybBcx0t7IaXEJ6O
124,-1.3086335827735425,-1.78170937809668,41,Jimmy Eat World,The Middle,6GG73Jik4jUlQCkKg9JuGO
125,0.14973704856365697,-1.0680098661160256,41,Train,Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA
126,-1.923593932087661,-0.1607231597298034,41,Papa Roach,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky
127,-0.9948183589642884,-1.2351175605747213,41,Weezer,Island In The Sun,2MLHyLy5z5l5YRp7momlgw
128,-1.0301623159384443,-1.2624654915129858,32,System Of A Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN
129,-0.9599855264879541,0.020222347668280228,41,Gorillaz,Clint Eastwood,7yMiX7n9SBvadzox8T5jzT
130,-0.86626839222932,-1.7940626583314834,41,Nickelback,How You Remind Me,0gmbgwZ8iqyMPmXefof8Yf
131,-0.16721678411362223,-0.9825648856046862,41,John Mayer,Your Body Is a Wonderland,7vFv0yFGMJW3qVXbAd9BK9
132,-0.8204526361243807,-1.7175746352171837,32,System Of A Down,Toxicity,0snQkGI5qnAmohLE7jTsTn
133,0.25431522534217826,-1.0898232901400131,41,Kid Rock,Picture (feat. Sheryl Crow),69j0KoPJuwpnbGWrfn7Yll
134,-0.4058629590322936,-0.9185784151713053,41,Staind,It's Been Awhile,25CMmGsl22APKhfuj4Tp7j
135,-1.0805427513705548,-1.815506337720688,41,Sum 41,In Too Deep,1HNE2PX70ztbEl6MLxrpNL
136,0.16710365572781638,-1.7246110765024751,2,Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg
137,-1.7337355987788166,-1.2529640598271004,41,Sum 41,Fat Lip,4KacUpvbA3Mfo05gttTjhN
138,-0.41534601452282405,-0.7537595565390954,41,Backstreet Boys,I Want It That Way,6e40mgJiCid5HRAGrbpGA6
139,-1.4507113304359613,-1.8176271627440055,41,blink-182,First Date,1fJFuvU2ldmeAm5nFIHcPP
140,0.5352141457150813,-1.609233963165714,41,MercyMe,I Can Only Imagine,0lVYRIVjK77Z6uG2GgM8Kl
141,-1.0358726569478618,-2.131870261631689,41,Puddle Of Mudd,Blurry,6lSr3iZTC144PKhvbPFzMp
142,-1.395874542934617,-1.0166070420374254,41,Puddle Of Mudd,She Hates Me,16DhvbuyvJob4Q9GHNYu2n
143,-0.3427785563685857,-1.4607993383328888,32,System Of A Down,Aerials,4e9eGQYsOiBcftrWXwsVco
144,-1.9355739842426043,0.4622917154976426,2,Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r
145,0.2834606742803874,-0.7649593771925628,41,Blake Shelton,Ol' Red,5wane5dFpp8xgriui6y0c7
146,-0.5804005954971038,-0.739859352713998,2,Usher,U Got It Bad,7J41dYQolQJEtj3UmKLu5r
147,-0.6780814893303966,-1.856814485738937,41,The Strokes,Last Nite,3SUusuA9jH1v6PVwtYMbdv
148,-0.5108822613058929,-0.8173494668301752,2,Usher,U Remind Me,2QsZVnbWVSjKMXK6K3uRBL
149,0.12205559218195842,-1.5351563773681896,41,The Strokes,Someday,7hm4HTk9encxT0LYC0J6oI
150,-0.8714325637109608,-2.40392571433001,41,Jimmy Eat World,Sweetness,429IbFR4yp2J81CeTwF5iY
151,0.40755503583187047,-0.6918395196876653,41,Daft Punk,One More Time,0DiWol3AO6WpXZgp0goxAV
152,-1.9057218726282243,0.8396331099298017,2,Ja Rule,Always On Time,4hrae8atte6cRlSC9a7VCO
153,0.36566828939757356,-0.17682846892023873,13,Alicia Keys,Fallin',3unsLiH5FXmaDWtT5Imolu
154,1.9332701790702298,-1.2692657075484077,41,TOOL,Schism,55mJleti2WfWEFNFcBduhc
155,1.745892728740106,-0.5845547997998913,41,The Shins,New Slang,1wAqhAF1dynDjMy7m5CSSE
156,0.8393022036885837,-2.1054928385092007,41,Incubus,Wish You Were Here,6KtLECDztnah63TNmV4Plw
157,-1.1719749410905966,0.14980212620811212,2,South Park Mexican,I Must Be High,1Yc1mFmJrICDHQNzePG9wP
158,-1.087379115733098,-1.6706632830095245,2,Cake,Short Skirt / Long Jacket,3OOFEF20WqtsUPcRbPY3L7
159,-0.9897167802938593,1.0790851767518368,2,Missy Elliott,Get Ur Freak On,6zsk6uF3MxfIeHPlubKBvR
160,-2.1409917705105688,-1.024872325643224,41,Destinys Child,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi
161,-0.3331736594723115,-0.27967632771939677,2,Daft Punk,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn
162,-0.6195506346835333,-0.7724763337541067,2,Jagged Edge,Where the Party At (feat. Nelly),5mNV8Mz59bzyuQ53gTw0c0
163,7.376735220016702,1.124981234956997,15,Yiruma,River Flows In You,64rL48E6xWMIXdpcFDEiB8
164,-1.3405483940436174,-0.6363174715721724,12,Shakira,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG
165,-1.5326628330007965,1.249010124124284,2,Busta Rhymes,Break Ya Neck,7gKgd0P3dAAePiSQQBqrlf
166,0.28562620760475077,-2.043363415572053,41,Creed,One Last Breath,42T2QQv3xgBlpQxaSP7lnK
167,0.32226439802359885,-1.8046304761411665,41,Staind,Outside,50Re2bLgXqG9qN7v2QHNTm
168,-1.1535936957035187,-1.7249688351684953,41,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GQqj9jRtDkMp8zByehXQI
169,0.4295783084800346,-1.0748587561807557,41,Blake Shelton,Austin,2WQAknZHrJAEQOFXe0F44P
170,0.05237940117444702,-2.3639563961994394,41,Creed,My Sacrifice,2VSbEXqs6NbNiZSTcHlIDR
171,-2.000138193979219,-1.5332119642412763,41,blink-182,The Rock Show,2ydUT1pFhuLDnouelIv4WH
172,-1.2514845876300282,-0.6564967865232939,2,Mary J. Blige,Family Affair,3aw9iWUQ3VrPQltgwvN9Xu
173,-0.20340483360202102,-1.4374726219421141,41,The White Stripes,Fell In Love With a Girl,21Qsj3cMVCx2xF2EVVNbEu
174,-0.2881436126489993,-1.7691483322747592,41,311,Amber,6Fe3Flc9SjE03pqwD6PVQl
175,-1.596562004278574,-0.8261455992938538,17,Britney Spears,I'm a Slave 4 U,6ldwfK0yWgTAlmIfuQkTYN
176,-1.724894344046513,-1.529201040912499,41,Puddle Of Mudd,Control,575Sz3R4xOhueUstPObylF
177,0.4722867198856067,-1.1358390722994542,41,John Mayer,Why Georgia,1c7UYTut2SBOPq64o2t0uN
178,-0.08656565709405019,-1.9348104070455066,41,Weezer,Hash Pipe,2mPMFJvQ0v27gVqe5b6nDn
179,-1.7422868405149556,0.12051199595778105,41,D12,Purple Pills,5IweeQZdY5XEzStLzUJG5t
180,1.673837095677984,-1.6099048997441778,2,Billy Joel,Piano Man,3FCto7hnn1shUyZL42YgfO
181,-1.441283387342067,-2.1453919498645186,2,Billy Joel,Uptown Girl,3CSpzkoL1XgDBZ1q9aDCUV
182,-0.9030265048529377,-0.46228403674951113,2,Destinys Child,"Independent Women, Pt. 1",69XUpOpjzDKcfdxqZebGiI
183,0.3038668857111443,-0.9109730019856249,2,Kylie Minogue,Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7
184,-0.3387196931280684,-1.345544070872129,41,John Mayer,No Such Thing,6Vecwo7AHst9V2CE3kmwr0
185,-2.144813254099591,-1.203950735048918,2,P!nk,Get the Party Started,02jcEwywffn3Tsb48fXmlW
186,2.654507020806734,0.5816140273549505,15,Daft Punk,Something About Us,1NeLwFETswx8Fzxl2AFl91
187,0.04791460681165138,-1.2902886786278487,2,Enrique Iglesias,Hero,24Gxm7Eh7tO83E26LG0CsY
188,-0.43988390118336945,-2.221662229868696,2,Journey,Any Way You Want It,2DyHhPyCZgZzNXn1IrtsTu
189,-1.0232868071666175,-1.6295785403500547,2,Banda Machos,Me llamo Raquel,6sr4ax5EHAsAxC4jjEaZJ0
190,-0.9648758750630562,-1.752718434894884,32,System Of A Down,Prison Song,3AwLxSqo1jOOMpNsgxqRNE
191,-2.0151042909261383,0.16660416084756421,2,Ludacris,Rollout (My Business),4SyadrABZJIjeND1HPJS31
192,-0.8959972171844724,-1.604695445837276,27,Toby Keith,I Wanna Talk About Me,3VHevS1BocAcrihLnl11DG
193,1.1653691137265791,-1.1365227580980106,2,Los Bukis,Como Fui A Enamorarme De Ti,6CxvpsqUxUD5xSrYCA8JHr
194,1.4098067993203738,-0.7956300792594383,41,The White Stripes,We're Going to Be Friends,13lZDbwonGhOflQLQIfdtZ
195,-1.3003218595677561,-2.444544482258744,41,Jimmy Eat World,Bleed American,61XspFITuKmAlYdQacNCbF
196,0.002513013486937694,-1.078957036915591,2,Daryl Hall & John Oates,You Make My Dreams (Come True),7HX9f8AMBl0vQxAoAzLqhS
197,0.9300106647274844,-0.5049694716505638,2,Jack Johnson,Flake,7hOXiS6kDP4vYIh9DBsNgK
198,2.980658152736457,-2.157099506184732,41,TOOL,Lateralus,7tvuLLroI0n6uYBWuFig5d
199,-0.465294194332649,-1.5592319011060816,2,Los Angeles De Charly,Me Volví A Acordar De Ti,7256yGEwDkqs39TKHTeXik
200,-0.6570497937241487,-1.180291814370976,2,Daryl Hall & John Oates,Out of Touch,7o67roCVsFiCt7Cf0ZLOJq
201,1.7747495477325583,-0.44420603274333215,2,Los Bukis,A Donde Vayas,3yb8pakJMZzfiK7siLZLUM
202,-0.537542265376205,-1.7018268378180355,32,System Of A Down,ATWA,6gCVA6ja6g0foIsWv0RuSZ
203,-1.1631216238504127,-1.7299591746074385,41,Good Charlotte,Little Things,6vFD3c1WI1zuKoyk22dMw3
204,-1.3031918934830573,-1.0723433469156616,41,Kid Rock,You Never Met a Motherfucker Quite Like Me,4Tzyn0neFbPDkk88ObJmTu
205,1.688922345765285,-0.830578707129603,41,Brad Paisley,I'm Gonna Miss Her,4ipZsAA3YuqCDSXiPoEGIv
206,1.835382498312545,-2.039454645204161,41,TOOL,Parabola,1vxu8vMNshg5J8z3oA7QJZ
207,-1.63240803094174,-0.5148329902720443,41,Destinys Child,Bootylicious,41nT1Sp6ChR65FbsdLlFHW
208,1.6987171775588101,-1.897847169841768,41,The Strokes,Hard To Explain,0OM9ri37LIbPc9hffwsyb1
209,0.6317443201312869,-1.9615197311531112,41,Jimmy Eat World,Hear You Me,1TvNcWY7WwPLQINhimxycA
210,-1.6291777600535957,0.20434738461848972,2,Trick Daddy,I'm a Thug,6j2aNuhJJUnRj6UHcvn5PI
211,3.2494626323730733,-1.617567400825554,15,The Smashing Pumpkins,Drown,3eMYc6FK9XvyauIaxcJtRS
212,-0.8807045224228066,0.1227378499802143,2,South Park Mexican,Bloody War,5txn8epTSDJfX8pBOo3Bw7
213,0.2143586822163183,-2.459170364231508,41,Dave Matthews Band,The Space Between,65KzDXZm9aQt8sA1k0ZVG3
214,-0.8860840432358138,-2.218752193030016,41,No Doubt,Underneath It All,6fR6Z0Vc1K6yQWNUIKjAIR
215,7.1462068087377695,0.5139517392076266,15,John Williams,Hedwig's Theme,1n8NKQRg8LVHy7oUhUgbFF
216,-2.0030579474015573,-1.2577199480348829,41,Kid Rock,Cocky,6h2t5HKOpHjpou4cHA5OER
217,-0.5894764161382583,-1.0773616070317176,2,P!nk,Just Like a Pill,1BpV8IGf4XsRRJf4Xuui9q
218,-1.3763939396123595,0.4745628237809411,2,Ice Cube,You Know How We Do It,67ncYmW29pNJJY2yXuLPwT
219,-0.5073431568635631,0.24508597344819102,2,South Park Mexican,Mexican Radio,419BgOz6TVQm8vvgiwXq5X
220,-0.7593362240941656,0.3868446448389023,2,Ja Rule,I'm Real - Murder Remix,1P5vjPu3EPoPwDSikHOiiq
221,-1.7334345883399351,-1.0799321810615221,2,Michael Jackson,You Rock My World,1Lhwn4PqeGpM4LTVUowW76
222,-1.398585661691616,-1.3341566370135596,41,blink-182,Anthem Part Two,24CRDgNOgA72JLL7PHFjgB
223,-1.6851613290904486,-0.4534990262837942,41,Slipknot,People = Shit,0Y2i84QWPFiFHQfEQDgHya
224,-2.3626618294565143,0.1195136479732384,41,D12,Fight Music,3vBv2Tp0kHyBDUBZJr9GXQ
225,-0.976011114966402,-0.3174325733981632,2,Usher,U Don't Have to Call,5PCJldueshnwqQVjS16543
226,-0.5181658618428915,-2.102515661962074,41,Rob Zombie,Feel So Numb,6KnNDix4Owr4vNmsPhLmxD
227,6.567219353291386,0.9403386230209964,43,Howard Shore,Concerning Hobbits,644es5aYPJghtZLjM1rmSP
228,7.600775617494746,1.0972840343456656,15,John Williams,Prologue,6CeCOC2zx1qS8mQNYHe6IM
